nid,id,Latitude,Longitude,Overall_Rating,Number_Reviews,Price_Levels,Food_Rating,Service_Rating,Value_Rating,Atmosphere,Name
2872,1700,50.8341133,4.3450415,3.5,16,2.5,3.5,3.5,3.5,4.5,"Bella Italia, Brussels"
2873,1153,50.8341645,4.3589372,4,30,2.5,4,4,4,4,"Poivre et Sel, Ixelles"
2874,575,50.8341842,4.355082,4.5,26,2.5,4.5,4,4,NA,"Pholaumi, Brussels"
2875,1373,50.8342357,4.355017,4.5,22,2.5,4.5,4.5,4.5,4.5,"Rendezvous Des Artistes, Brussels"
2876,5534,50.834324,2.887628,4,14,2.5,4.5,4,4,4,"Au Gourmand, Ieper (Ypres)"
2877,226,50.8343528,4.3548638,4,193,2.5,4,4.5,4,4,".G-EA, Saint-Gilles"
2878,639,50.8343532,4.3683143,4,122,2.5,4.5,4,4,4.5,"La Creche des Artistes, Brussels"
2879,1317,50.834403,4.3550206,3.5,49,2.5,3.5,3.5,3.5,3.5,"News Cafe, Saint-Gilles"
2880,724,50.8345205,4.3550556,4,28,2.5,4,4.5,4,NA,"Peck 20, Brussels"
2881,701,50.8345541,4.3551384,4.5,32,2.5,4,4.5,4,3.5,"Restaurant Chinios - Kai Yuan, Brussels"
2882,819,50.8345855,4.3552199,3.5,110,2.5,3.5,4,3,3.5,"Le Delire Parisien, Brussels"
2883,1163,50.8345917,4.3617002,4.5,21,2.5,4.5,4.5,4.5,4.5,"L'epicerie, Ixelles"
2884,459,50.8346128,4.3552909,4,71,2.5,4,4,3.5,3.5,"Il Rinascimento, Brussels"
2885,1374,50.8346337,4.3553449,3.5,80,2.5,4,3.5,3.5,3.5,"Al Bacha, Brussels"
2886,1388,50.8346853,4.3554719,3.5,38,2.5,3.5,3,3,3,"Nakama sushi, Brussels"
2887,543,50.8346904,4.3554845,4,68,2.5,4,4,3.5,3.5,"Au Boeuf gros sel, Brussels"
2888,8235,50.834768,4.531555,4,23,2.5,3,3.5,3,NA,"Indian Hut, Tervuren"
2889,635,50.8348244,4.3554262,4,80,2.5,4,4,3.5,3.5,"La fringale, Saint-Gilles"
2890,1357,50.8348861,4.3556093,4,69,2.5,4,4,4,4,"Li Yuan, Brussels"
2891,1132,50.8349052,4.2982423,4.5,17,2.5,4.5,4.5,4,5,"Saint Guidon, Brussels"
2892,393,50.8349416,4.2904241,4.5,49,2.5,4.5,4,4,4,"La Tavola, Anderlecht"
2893,1638,50.8350961,4.4109139,3,104,2.5,3.5,3,3.5,3.5,"Schievelavabo, Brussels"
2894,130,50.8351164,4.3612003,4,456,2.5,4,4,4,4,"les brassins, Brussels"
2895,1568,50.8351818,4.3507677,3.5,12,2.5,3.5,4,2.5,3.5,"Les Tropiques, Brussels"
2896,7069,50.835226,4.022531,4,20,2.5,4,3.5,3.5,3.5,"Het Raar Gebeuren, Ninove"
2897,1752,50.8352556,4.3879338,2.5,11,1,3,4.5,3.5,3.5,"Pizza di Legno, Etterbeek"
2898,488,50.8352651,4.3493976,4,66,2.5,4,4,4,3.5,"Au Stekerlapatte, Brussels"
2899,6205,50.83527,5.265474,4.5,21,2.5,4,4.5,4,5,"Restaurant Hoeve Roosbeek, Sint-Truiden"
2900,1073,50.8353319,4.3648209,3.5,126,2.5,3.5,3.5,3.5,3.5,"Da Vincenzo, Brussels"
2901,934,50.8353756,4.3371734,4,14,1,3.5,4,4,NA,"Sam's Cafe Gare du Midi, Brussels"
2902,540,50.835476,4.3577737,4,84,2.5,4,3,3,3,"Seoul, Brussels"
2903,557,50.835476,4.3577737,4.5,32,2.5,4,4,4.5,3.5,"Confucius, Brussels"
2904,797,50.8355713,4.3706932,4.5,21,2.5,4,4.5,4,4,"Titulus - Cave a vins, Brussels"
2905,214,50.8355877,4.3506121,4,244,2.5,4,4,3.5,3.5,"Les larmes du tigre, Brussels"
2906,1763,50.8356219,4.3538945,3,107,2.5,3,2.5,2.5,3.5,"L'orangerie du parc d'Egmont, Brussels"
2907,180,50.8356283,4.3647642,4,341,2.5,4,3.5,3.5,4,"Le Clan des Belges, Brussels"
2908,1405,50.8356512,4.4290413,4,15,2.5,4,4,4,3.5,"Le Kefraya, Brussels"
2909,610,50.8356644,4.3698363,4.5,40,2.5,4.5,4.5,4.5,4.5,"Beer Mania, Brussels"
2910,1157,50.8357144,4.3666192,3.5,24,2.5,4,4,3.5,4,"Unico, Brussels"
2911,1025,50.8357286,4.3646555,3.5,52,2.5,4,4,4,4,"Les Marmites Du Monde, Ixelles"
2912,1143,50.835756,4.3503201,4,13,9,4,4,4.5,4.5,"L'Inattendu-Quartier Palais de Justrice, Brussels"
2913,11132,50.835766,5.146284,3.5,25,2.5,3.5,3.5,3.5,4,"Brasserie-Restaurant Herestraat 2, Duras"
2914,542,50.8357738,4.3111259,4,142,2.5,4,3.5,3.5,3.5,"Friture Rene, Brussels"
2915,491,50.8357744,4.3646349,3.5,232,2.5,4,3.5,4,3.5,"Mano a Mano, Brussels"
2916,1156,50.8357896,4.3616096,3.5,114,2.5,4,4,3,4,"Vini Divini, Brussels"
2917,10571,50.83579,4.1922,4,33,2.5,4,4,4.5,3.5,"De Rare Vos, Schepdaal"
2918,436,50.8358447,4.3638723,4,69,2.5,4.5,4.5,4.5,4,"Le Patty Pates, Brussels"
2919,871,50.8358565,4.3871074,4,49,2.5,4,4.5,3.5,4,"Sukhothai, Etterbeek"
2920,1006,50.8358566,4.3617361,4.5,16,2.5,4,4.5,3.5,5,"Vini Divini aperitivi, Brussels"
2921,634,50.8358762,4.3711708,4,69,2.5,4,4,4,4,"L'horloge du Sud, Brussels"
2922,1088,50.8359031,4.3639599,4,40,1,4,4,4,4,"Eccome No, Ixelles"
2923,5485,50.83599,2.90193,4.5,188,2.5,4.5,4.5,4.5,4.5,"De Steenen Haene, Ieper (Ypres)"
2924,1154,50.8360198,4.3977483,4,13,9,4,4.5,4.5,3,"Le Soleil a Table, Etterbeek"
2925,1119,50.8360201,4.4074562,3.5,99,2.5,3.5,3.5,3.5,4,"Le Coach, Brussels"
2926,1380,50.8360502,4.3657807,3.5,28,2.5,3,3,3.5,2,"Les 2 Orients, Brussels"
2927,1449,50.8360619,4.3647333,3.5,20,2.5,3,4,3,3,"Boniface d'Asie, Brussels"
2928,1328,50.8360871,4.3056115,4,12,2.5,4,4,4.5,4,"Aux treteaux, Brussels"
2929,400,50.8360929,4.3816781,4,54,2.5,4.5,4,4.5,3,"Sardinian Food, Brussels"
2930,320,50.8361417,4.3678379,4.5,92,2.5,4.5,4,4.5,4,"Le Sans 13, Ixelles"
2931,839,50.8362319,4.4315303,4.5,26,2.5,4.5,4.5,4.5,NA,"La Folie Grecque, Woluwe-St-Pierre"
2932,753,50.8362522,4.3577313,3.5,230,2.5,3.5,3.5,3,3.5,"Cospaia, Brussels"
2933,215,50.8362576,4.3816102,4,172,2.5,4.5,4,4.5,4,"Eccetera, Brussels"
2934,612,50.8362613,4.3636902,4,109,1,4,3.5,4,3.5,"Yamato, Brussels"
2935,767,50.8362656,4.3569146,4,159,4,4,4,3.5,4.5,"Crystal Lounge, Brussels"
2936,528,50.8362737,4.3341178,3.5,171,2.5,3.5,3.5,3.5,3.5,"Midi Station, Brussels"
2937,417,50.8363221,4.3642629,4,68,2.5,4,4,4,3.5,"Hana, Brussels"
2938,77,50.8363264,4.3819909,4.5,150,4,4.5,4.5,4.5,4.5,"stirwen, Etterbeek"
2939,792,50.8363289,4.3801676,4.5,39,2.5,4.5,4.5,4.5,4.5,"Espace Sushi, Brussels"
2940,1319,50.8363436,4.3635817,4.5,14,2.5,4.5,4,4,4.5,"Jamon Jamon, Brussels"
2941,1004,50.8363978,4.381767,3.5,46,2.5,3.5,3.5,3.5,3,"Som Thai, Etterbeek"
2942,860,50.8364033,4.3817246,4.5,56,2.5,4,4,4,4.5,"Kosmos Place, Brussels"
2943,472,50.8364281,4.3805304,4.5,83,2.5,4.5,4.5,4.5,4.5,"L'Oriento Jourdan, Brussels"
2944,1494,50.8364343,4.3653482,4,28,1,4,4.5,5,NA,"Cap Africa, Brussels"
2945,1682,50.8364411,4.3347878,3.5,31,2.5,4,4,4,NA,"Le Petit Bruxelles, Brussels"
2946,1511,50.8364411,4.3347878,3.5,15,1,3,3.5,3.5,NA,"Sam's cafe, Saint-Gilles"
2947,1176,50.8364623,4.3797896,3.5,82,2.5,3.5,3.5,3.5,3.5,"Schievelavabo, Etterbeek"
2948,676,50.8364683,4.3398355,4.5,17,1,4.5,4,4.5,NA,"Mammouth, Saint-Gilles"
2949,1063,50.8364735,4.3392771,3.5,43,1,3.5,4,4,3,"Lunch Factory, Brussels"
2950,606,50.836484,4.3639857,3.5,225,2.5,3.5,3.5,3,4,"Au Vieux Bruxelles, Brussels"
2951,1345,50.8365017,4.3574661,3.5,18,1,3.5,3.5,3.5,NA,"Marks and Spencer Cafe, Brussels"
2952,549,50.8365436,4.3825068,4.5,55,2.5,4.5,4.5,4.5,4,"Il Veliero, Brussels"
2953,7066,50.836584,4.021244,4,20,2.5,4,3.5,3.5,3.5,"Barresto, Ninove"
2954,441,50.8365899,4.380192,4.5,39,2.5,4.5,4,4.5,4,"Tai Hon, Brussels"
2955,1614,50.8366919,4.3341061,3,55,2.5,3.5,4,3.5,4,"La Table du Midi, Brussels"
2956,747,50.8367372,4.1765456,4,42,9,4.5,4,4,4,"Le Jardin D'italie, Anderlecht"
2957,10584,50.836741,3.396889,4,17,9,4,4.5,4,NA,"Beukenhof, Vichte"
2958,1175,50.8367802,4.3480534,4,21,1,4,4,4.5,4,"L'Eau chaude Het warm water, Brussels"
2959,1595,50.8367878,4.3535122,3.5,11,2.5,4,4,3.5,4,"Brasserie Poelaert, Brussels"
2960,1430,50.8368214,4.3463711,3,142,2.5,3.5,3,3,3.5,"Pin Pon, Brussels"
2961,148,50.8368242,4.3833247,5,48,2.5,5,5,5,4.5,"Maison B, Brussels"
2962,756,50.83683,4.3835471,4,37,2.5,4.5,4.5,4,4,"Il Sorriso, Brussels"
2963,803,50.8369052,4.3878654,4.5,15,2.5,4.5,4.5,4.5,4,"Knossos, Brussels"
2964,936,50.8369135,4.3881743,4.5,13,1,4,4,4,4,"L'escal Pates, Etterbeek"
2965,675,50.8369908,4.365068,4,120,2.5,4,4,3.5,3,"Mumtaz, Brussels"
2966,292,50.836991,4.3809537,4.5,71,2.5,4,4.5,4.5,4.5,"13 Degres, Brussels"
2967,626,50.8370287,4.3473815,4,44,2.5,4,4,4,3.5,"Le Renard Bleu, Brussels"
2968,398,50.8370466,4.3809307,4,323,2.5,4,4,3.5,4,"L'Esprit de Sel Brasserie, Brussels"
2969,7711,50.837056,2.723825,4.5,36,2.5,4.5,4.5,4.5,4.5,"t Blauwershuys, Poperinge"
2970,7074,50.837085,4.007525,4,13,2.5,4,4,4,3,"Spice and Taste, Ninove"
2971,1734,50.8370924,4.3818178,3,20,2.5,3.5,3,2.5,4.5,"Be Positive, Brussels"
2972,1658,50.8371137,4.3811454,3,13,2.5,3.5,3.5,3.5,3,"LT Cafe, Brussels"
2973,1592,50.8372055,4.3818084,3,133,2.5,3,3.5,3,3.5,"Cafe des epices, Brussels"
2974,889,50.8372104,4.4053686,4,36,2.5,4.5,4.5,4.5,3.5,"LE DANUBE BLEU, Etterbeek"
2975,1759,50.8372267,4.3808555,3,262,2.5,3.5,3,3,3.5,"Prego, Brussels"
2976,858,50.8372484,4.3406875,4,37,1,4,4,4.5,3.5,"Athenes, Brussels"
2977,977,50.8372635,4.4159708,4,15,2.5,4,4,4,3.5,"Brasserie Gribaumont, Brussels"
2978,586,50.837296,4.371551,4.5,39,2.5,4.5,4,4.5,4,"Iosono wine bar, Brussels"
2979,11183,50.837296,4.357538,4,113,4,4.5,3.5,3.5,4,"The Restaurant by Pierre Balthazar, Brussels"
2980,1724,50.837298,4.3964496,3,13,2.5,3,3.5,3.5,3,"Mniam Mniam Pizza Resto, Brussels"
2981,581,50.8373001,4.434265,4,69,4,4,4.5,4,4,"Le Restaurant de Rob, Brussels"
2982,268,50.8374059,4.3524698,4,111,4,4.5,4.5,3.5,4.5,"The Tram Experience, Brussels"
2983,1716,50.8374948,4.3628663,3,78,2.5,3.5,3,3,3,"Cose Cosi, Ixelles"
2984,846,50.8375202,4.405374,3.5,131,2.5,3.5,3.5,3.5,4,"Le Jardin de Nicolas, Brussels"
2985,7080,50.837521,4.009072,3,12,1,3.5,3.5,4,NA,"Lunch Garden, Ninove"
2986,935,50.8375218,4.3468189,4.5,13,1,4.5,4.5,4.5,4,"La Sardine du Marseillais, Brussels"
2987,485,50.8375267,4.4155979,5,16,2.5,4.5,5,4.5,NA,"Galya, Brussels"
2988,1677,50.8375441,4.380693,3.5,32,2.5,3.5,3,3.5,3,"Vimar, Brussels"
2989,1173,50.837567,4.3457417,3.5,52,2.5,4,3.5,4,4,"Chaff, Brussels"
2990,179,50.8375716,4.4044004,4,115,2.5,4,4,4,3.5,"La Fin de Siecle, Brussels"
2991,794,50.8375846,4.3680607,4,72,4,4,4,3.5,4,"restaurant Chou, Brussels"
2992,11167,50.837607,4.349407,4.5,637,2.5,4.5,4.5,4.5,4.5,"Le Wine Bar des Marolles, Brussels"
2993,931,50.8376226,4.4048032,4,38,2.5,3.5,3.5,3,5,"Leopold, Etterbeek"
2994,117,50.8376273,4.4040937,4,215,4,4.5,4,4,4,"Le monde est petit, Brussels"
2995,7055,50.837647,3.998231,4.5,52,4,4.5,4.5,4.5,5,"De Tafel Van Twee, Ninove"
2996,1042,50.8376552,4.404491,3.5,29,2.5,4,4.5,3.5,NA,"Bistropolitan, Etterbeek"
2997,1629,50.8376654,4.3482288,4,24,2.5,3.5,3.5,3.5,4,"Bla Bla Gallery, Brussels"
2998,124,50.8376971,4.3811524,4,1131,1,4,3,4,3,"Maison Antoine, Brussels"
2999,1303,50.8376971,4.3811524,4,50,4,4,4,3,4,"BE Cafe Marche Jourdan, Etterbeek"
3000,245,50.8377339,4.3684703,4,108,2.5,4.5,4,4,4,"El Turco, Brussels"
3001,1443,50.8378313,4.3460699,4.5,29,9,4.5,4.5,4.5,4.5,"Chez Nous, Brussels"
3002,1708,50.8378313,4.3460699,3,13,2.5,3.5,2.5,3,NA,"Chez Oisin, Brussels"
3003,1112,50.8378523,4.3612473,3.5,106,1,3.5,3.5,3.5,3,"Hector Chicken, Brussels"
3004,711,50.8378606,4.3686527,4,56,2.5,4.5,4,4,3,"Hinodeya, Brussels"
3005,381,50.8379349,4.3724214,4.5,66,2.5,4.5,4.5,4.5,4.5,"Gourmand, Ixelles"
3006,1050,50.8379661,4.3615182,3.5,170,2.5,3.5,3.5,3.5,3.5,"Le Trappiste, Ixelles"
3007,1298,50.8379697,4.3493456,4,39,1,3.5,3.5,4,4.5,"Centro Cabraliego, Brussels"
3008,1355,50.8379799,4.3685018,4,25,9,4.5,4,3.5,4,"L'Antretemps, Brussels"
3009,717,50.8380074,4.359302,4,62,2.5,4,3.5,3.5,3.5,"Enjoy, Brussels"
3010,1044,50.8380126,4.3612822,4,11,1,4.5,4,4.5,NA,"Foodmaker, Brussels"
3011,1101,50.8380467,4.3680851,4,45,2.5,4,4,4,4.5,"Place de Londres, Brussels"
3012,1166,50.8380776,4.39688,4,23,2.5,4.5,4.5,4.5,3.5,"Ellinikon, Brussels"
3013,1577,50.8380808,4.3681589,4.5,31,2.5,4,4.5,4,4.5,"Public House 12, Ixelles"
3014,832,50.8381556,4.3683266,3.5,87,2.5,4,3.5,3.5,3.5,"L'Ancienne Poissonnerie, Brussels"
3015,7061,50.838172,4.024113,4.5,23,1,4.5,4.5,4,4.5,"Pizza Pizza, Ninove"
3016,7071,50.838176,4.024119,3.5,42,2.5,3.5,3.5,3.5,4,"Casa Buscemi, Ninove"
3017,1002,50.8382043,4.4120211,4.5,16,1,4.5,4.5,5,3.5,"Le Nid Savoureux, Woluwe-St-Pierre"
3018,1186,50.8382223,4.4126575,3.5,31,2.5,3,3.5,3.5,3,"Le Zorba, Brussels"
3019,745,50.8382489,4.3510657,4.5,29,1,4.5,4.5,4.5,NA,"Le Croque en Ville, Brussels"
3020,725,50.8382693,4.3496831,4.5,44,1,4.5,3.5,4,3.5,"Nonno, Brussels"
3021,1532,50.8382999,4.397844,3.5,13,4,4,3.5,4,3,"Sushi, Brussels"
3022,824,50.8383069,4.3509673,3.5,114,2.5,4,3.5,4,3.5,"Quartier Gourmand, Brussels"
3023,919,50.8383173,4.3680867,4.5,40,2.5,4.5,4,4,4.5,"Amor amor, Brussels"
3024,1172,50.8384332,4.3499542,4,69,2.5,4,4,4,4,"Lr6 - Brasserie Concert Kunstcentrum, Brussels"
3025,650,50.8384332,4.3499542,4,79,2.5,4,4,4,3.5,"Bossa Nova, Brussels"
3026,1667,50.8384332,4.3499542,3.5,15,2.5,4,4,4,4.5,"Les Nouveaux Russes, Brussels"
3027,1195,50.8384412,4.3715439,4,18,1,4.5,4,4.5,NA,"Chez Bal, Ixelles"
3028,809,50.838444,4.3383603,4.5,35,2.5,4.5,4,4,4,"Asturias, Saint-Gilles"
3029,1822,50.8384752,4.3505494,3,12,2.5,4.5,3.5,3.5,4.5,"Havana, Brussels"
3030,1680,50.8385338,4.371222,3.5,14,9,3.5,3.5,2.5,3.5,"Parnasse Steakhouse, Ixelles"
3031,371,50.8385434,4.4633807,4.5,62,2.5,4.5,4.5,4,4,"Le Medicis, Brussels"
3032,1125,50.8385728,4.3643477,4.5,15,2.5,4.5,5,4,4.5,"L'Arche de Noe, Ixelles"
3033,135,50.8385774,4.3646226,4.5,126,2.5,4.5,4.5,4.5,4.5,"Enoteca Da Valentino, Brussels"
3034,10583,50.838612,3.474404,4.5,11,9,4.5,4,4.5,NA,"Frituur en Eethuis De Smulhoek, Anzegem"
3035,1075,50.8386417,4.337952,4,18,1,4,4,4.5,NA,"Cantinho da Cidade, Saint-Gilles"
3036,1012,50.8386518,4.3382392,5,13,9,5,4.5,5,5,"Atleta, Brussels"
3037,221,50.8386572,4.3705886,4,75,2.5,4.5,4,4,4,"Les Caves d'Alex, Brussels"
3038,266,50.8386705,4.3707465,4,134,2.5,4.5,4,4,4.5,"Ergon Greek Deli + Cuisine, Ixelles"
3039,1247,50.8386989,4.3728448,3.5,107,2.5,3,3.5,3.5,3,"The Beer Factory, Ixelles"
3040,217,50.8387684,4.3603087,4,181,2.5,4,4,3.5,4,"Cowfish, Brussels"
3041,1657,50.8387684,4.3603087,3.5,15,2.5,2.5,4,3,4,"Resto . Bar, Brussels"
3042,671,50.8387684,4.3603087,4,56,2.5,4,4,4,4,"Cowfish Burgers, Brussels"
3043,854,50.8387968,4.3985478,4,13,1,4.5,4.5,5,NA,"Hanoi Station, Etterbeek"
3044,1634,50.8388008,4.3674837,3,50,1,3,3.5,3.5,3.5,"El Verde, Brussels"
3045,746,50.8388284,4.3505767,4,124,2.5,4,4,4,4.5,"Brasserie Ploegmans, Brussels"
3046,791,50.8388493,4.4657001,4,36,2.5,4,3.5,4,3.5,"Fonteyne the Kitchen, Woluwe-St-Pierre"
3047,700,50.838871,4.3506011,3.5,102,2.5,4,3.5,4,3.5,"Easy Tempo, Brussels"
3048,475,50.8388906,4.3709087,4,111,2.5,4,4,4,4,"poivre & sel, Brussels"
3049,1624,50.838892,4.363074,3,81,2.5,3.5,3,3,3,"Copenhagen Tavern, Brussels"
3050,1431,50.8389025,4.3986498,3.5,103,2.5,3.5,3.5,3.5,3.5,"Carpe Diem, Brussels"
3051,1480,50.8389158,4.3981712,3,204,2.5,3.5,3.5,3,3.5,"Brasserie la Terrasse, Etterbeek"
3052,82,50.8389447,4.370902,4.5,231,2.5,4.5,4.5,4.5,4.5,"Il Pasticcio, Brussels"
3053,660,50.8389646,4.3609145,3.5,121,2.5,3.5,3.5,3.5,4,"Ars Vinorum, Brussels"
3054,1439,50.8390182,4.397961,3.5,39,2.5,4,3.5,3.5,3.5,"La Fontaine de Jade, Brussels"
3055,7077,50.839039,4.01402,3.5,12,9,4,3,4,3.5,"Martinique, Ninove"
3056,125,50.8391594,4.3607988,4.5,81,2.5,5,4.5,4.5,4.5,"A l'Ombre de la Ville, Brussels"
3057,446,50.8391628,4.4647084,4,105,2.5,4,3.5,3.5,3.5,"Thai Cafe, Woluwe-St-Pierre"
3058,11096,50.839294,3.888683,4.5,39,2.5,4.5,4.5,4.5,4,"Alexandre..., Steenhuize"
3059,7198,50.839294,5.527911,4,39,2.5,4,4,4,3.5,"Apostelhuis, Bilzen"
3060,422,50.8393079,4.353203,4,93,2.5,4,4,4,4.5,"Le Troisieme Acte, Brussels"
3061,1666,50.8393093,4.3713415,3.5,11,4,3,3.5,3,3.5,"Phoolan, Brussels"
3062,560,50.8393492,4.3711561,4,55,2.5,4.5,4,4,3.5,"Senza Parole, Brussels"
3063,1733,50.8393513,4.3917183,3,21,2.5,3,2.5,2.5,2,"Midi 50, Brussels"
3064,94,50.8393842,4.3550999,4,545,2.5,4,4,3.5,4,"Les Petits Oignons, Brussels"
3065,154,50.8394137,4.385516,4.5,116,2.5,4.5,4.5,4,4.5,"La Joue de Vache, Brussels"
3066,410,50.8394452,4.3707036,4,110,2.5,4,4,4,3.5,"Brasserie Leopold, Ixelles"
3067,1070,50.839493,4.3998188,3.5,25,2.5,4,4,4,3.5,"L'Aurige, Brussels"
3068,922,50.8395045,4.3718377,3.5,76,2.5,3.5,3.5,3.5,3,"Portofino, Brussels"
3069,276,50.8395208,4.3535548,4,425,1,4,3.5,3.5,4,"Le Perroquet, Brussels"
3070,1678,50.8395222,4.373164,3,13,2.5,3,3,3,3.5,"Euro London Sprl, Brussels"
3071,1673,50.8395222,4.373164,3,66,2.5,3,3,3,3,"Brasserie London, Ixelles"
3072,306,50.8395274,4.3711539,4,117,2.5,4.5,4,4,4,"Maison du Luxembourg, Brussels"
3073,1560,50.8395334,4.3732418,3.5,13,9,3.5,3.5,3,3.5,"Sushi Box - Restaurant Japonais, Brussels"
3074,1487,50.8395491,4.3730304,3,92,2.5,3.5,3,3,3,"Quartier Leopold, Brussels"
3075,1761,50.8395491,4.3730304,3,62,2.5,3,3,3,3,"The Grapevine, Brussels"
3076,1165,50.8396224,4.3526063,3.5,24,2.5,3,3,2.5,3,"Le Corbier, Brussels"
3077,1140,50.8396229,4.4651297,3.5,19,1,3.5,3.5,3.5,2.5,"Frituur Charles, Woluwe-St-Pierre"
3078,1129,50.8396338,4.359735,4,24,2.5,4,3.5,4,3,"Le Casse Croute, Brussels"
3079,1504,50.839637,4.3726005,3,26,2.5,2.5,2.5,2.5,3.5,"Ralph's Bar, Brussels"
3080,1381,50.8396513,4.468669,3.5,44,2.5,3.5,3.5,3.5,3,"Al Pronto, Brussels"
3081,1260,50.83974,4.3828566,4,15,2.5,4.5,5,4,NA,"Pomodori, Brussels"
3082,489,50.8397963,4.3600928,4,149,2.5,4,3.5,3.5,4,LOFT Brussels
3083,377,50.8398069,4.3597908,4.5,63,2.5,4.5,4.5,4,4.5,"Le petit palais, Brussels"
3084,451,50.8398692,4.3734247,4,70,2.5,4.5,4,4,4,"Mediterraneo, Brussels"
3085,1128,50.8399089,4.3825354,3.5,47,2.5,3.5,4,3.5,3.5,"La fattoria del chianti, Brussels"
3086,1420,50.8399155,4.3734482,4,41,2.5,4,3.5,3.5,3.5,"The Staff 42, Ixelles"
3087,1092,50.8399444,4.3734629,4,11,2.5,4.5,4.5,4,NA,"Piada Bar, Brussels"
3088,1816,50.8400541,4.4102472,3,26,1,2.5,3,3.5,3,"Le Doux Delire, Brussels"
3089,816,50.8400577,4.3678037,3.5,55,2.5,4,3.5,3.5,3.5,"Brasserie Meeus, Brussels"
3090,9913,50.840113,3.349629,4,39,2.5,4,4,3.5,3.5,"Blue Origin, Deerlijk"
3091,7062,50.840122,4.036545,4,33,2.5,4,3.5,3.5,3.5,"Baan Warin, Ninove"
3092,892,50.8401225,4.4664167,4,45,2.5,4,4,4.5,3.5,"Le Milan, Brussels"
3093,10573,50.840135,4.218115,4,21,2.5,4,4,4,3.5,"De Spanuit, Schepdaal"
3094,8816,50.840154,4.467081,4.5,39,2.5,4.5,4.5,4,NA,"Senza, Kraainem"
3095,493,50.8401928,4.3727836,4.5,56,1,4,4.5,4.5,4.5,"Caffe Italiano, Ixelles"
3096,490,50.8401962,4.3568121,4,95,1,4,4,4,4.5,"Cafe Du Sablon, Brussels"
3097,607,50.8402848,4.3430582,4,85,2.5,4,3.5,4,3.5,"L'Ocean, Brussels"
3098,1749,50.8402886,4.3399741,3,87,9,3,3,3,3.5,"La Grande Ecluse, Brussels"
3099,10455,50.840296,4.494771,3.5,94,2.5,4,3.5,3.5,3,"My Tai, Wezembeek-Oppem"
3100,1538,50.8402961,4.3666504,4.5,13,9,4,4.5,3.5,NA,"Bagl, Brussels"
3101,376,50.8403021,4.3851484,4,83,2.5,4.5,4,3.5,NA,"Paolo's Idea, Brussels"
3102,138,50.840337,4.3502952,4,240,2.5,4.5,4.5,4,4.5,"L'Idiot du Village, Brussels"
3103,1503,50.8403391,4.3514647,4,20,2.5,4,4,4,4,"Appuntamento, Brussels"
3104,337,50.8403534,4.3600285,4.5,64,4,4.5,4.5,4,4.5,"Il Passatempo, Brussels"
3105,1304,50.8403716,4.385051,4,13,2.5,5,4.5,4,3.5,"sukothai, Brussels"
3106,836,50.8403972,4.4011408,3.5,315,2.5,4,3,3,4,"Le Pain Quotidien, Brussels"
3107,501,50.8404169,4.3548619,5,24,2.5,5,4.5,4.5,4,"Claire Fontaine, Brussels"
3108,1403,50.840502,4.3815354,4,21,2.5,4,3.5,3.5,3.5,"Winery Shuman, Brussels"
3109,775,50.840505,4.435325,4,80,2.5,4,4,4,4,"Trilogia, Brussels"
3110,152,50.8405192,4.3599813,4,145,2.5,4,4,4,4.5,"Jat', Brussels"
3111,363,50.8405545,4.3527412,4,122,2.5,4.5,4,4,4,"Soul, Brussels"
3112,186,50.8405558,4.354778,4,526,2.5,4,4,3.5,4,"Lola, Brussels"
3113,454,50.8405737,4.3794905,4,41,2.5,4,3.5,3.5,NA,"Le grand central, Brussels"
3114,1294,50.8405737,4.3794905,4,13,2.5,4,3.5,3,NA,"Living Room, Brussels"
3115,678,50.8405973,4.351612,4,59,2.5,4,4.5,4,5,"Kombi Bar, Brussels"
3116,1147,50.8406122,4.3664565,4,23,1,4,4,4,3.5,"Pulp, Brussels"
3117,1642,50.8407302,4.4651471,3.5,23,2.5,3,2.5,2.5,4,"Le Pain Quotidien, Brussels"
3118,1090,50.8407477,4.4008255,4,24,1,3,3.5,3.5,3,"Le Petit Paris, Brussels"
3119,112,50.840798,4.3568794,4.5,162,4,4.5,4,4,3.5,WY Brussels
3120,8740,50.840804,3.202415,4,14,4,4,4,4,3.5,"Gouden Kroon, Wevelgem"
3121,654,50.8408117,4.4636603,4,78,2.5,4,3.5,3.5,3.5,"La Barchetta, Woluwe-St-Pierre"
3122,1575,50.8408387,4.3731204,4,17,2.5,4,4,4,4.5,"La Table, Brussels"
3123,1694,50.8408389,4.4349979,3,71,2.5,3.5,3,3.5,3,"l'alliance cafe, Brussels"
3124,367,50.8408567,4.4633323,4,81,2.5,4,4,3.5,3.5,"L'Harmony, Woluwe-St-Pierre"
3125,1395,50.8408653,4.3387382,4.5,43,4,4.5,4.5,4,4,"Be Lella, Brussels"
3126,10766,50.840916,4.229,4,21,2.5,4,3.5,3.5,NA,"Vila Douro, Itterbeek"
3127,1541,50.8409254,4.3557471,3.5,14,2.5,3.5,4,4,3.5,"Il Cortile, Brussels"
3128,288,50.8409485,4.3514432,4.5,31,1,4,4,4,NA,"Berlin Fabrik, Brussels"
3129,870,50.8409739,4.3513548,4,32,1,4,4.5,4,4,"Traiteur Picnic, Brussels"
3130,980,50.8410025,4.4657075,4.5,16,2.5,4.5,4.5,4.5,5,"Obar, Woluwe-St-Pierre"
