nid,id,Latitude,Longitude,Overall_Rating,Number_Reviews,Price_Levels,Food_Rating,Service_Rating,Value_Rating,Atmosphere,Name
3131,132,50.8410044,4.3534017,4.5,204,2.5,4.5,4,4,4,"Les Caves du Sablon, Brussels"
3132,10532,50.841046,5.308216,4,14,1,4,4.5,4.5,5,"De bottelarij, Wellen"
3133,1661,50.841081,4.465325,3.5,15,1,3.5,3.5,4,3.5,"Friture Charles, Brussels"
3134,1528,50.8410829,4.3554371,3.5,26,2.5,3.5,4,3.5,4.5,"La Malcour, Brussels"
3135,1510,50.8410852,4.3713192,3.5,19,2.5,3.5,3.5,3,3,"Kokeshi Sushi Bar, Brussels"
3136,10666,50.841103,3.206866,4.5,17,2.5,4.5,4,4,5,"De Gullegember, Gullegem"
3137,843,50.8411624,4.4343433,4,31,2.5,4,4,4,2.5,"Pinocchio, Woluwe-Saint-Lambert"
3138,1727,50.8411895,4.3533146,3,39,2.5,3,3.5,2.5,3.5,"Canne a Sucre, Brussels"
3139,121,50.8412022,4.3540839,4,425,2.5,4,4,3.5,4,"L'Entree des Artistes, Brussels"
3140,778,50.841251,4.3526776,4,22,2.5,4,4.5,3.5,NA,"Beli, Brussels"
3141,424,50.8412518,4.3485157,4.5,33,1,4.5,4,4.5,NA,"Friture Pitta De La Chapelle, Brussels"
3142,102,50.841266,4.3503582,4.5,271,4,4.5,4,4,4,"Les Brigittines, Brussels"
3143,1424,50.841271,4.3539559,3.5,25,2.5,3,3.5,3,4,"Chez Richard, Brussels"
3144,1599,50.8413328,4.3550591,3,55,2.5,3,3,2.5,2.5,"Sushi Shop, Brussels"
3145,891,50.8413561,4.3558454,4.5,20,2.5,4,4,4,3,"Restaurant Pizzeria Massimiliano, Brussels"
3146,1806,50.841393,4.3904833,2.5,26,2.5,2.5,2,2.5,3,"Midi Cinquante, Brussels"
3147,452,50.8413981,4.4599315,4,68,4,4.5,4,4,3.5,"Les Deux Maisons, Brussels"
3148,1450,50.8414005,4.3839677,4,19,9,4,3.5,4,3.5,"Au Bain Marie, Etterbeek"
3149,1540,50.8415017,4.4012078,3.5,17,2.5,4,4,4,4,"Con Gusto, Brussels"
3150,1226,50.8415116,4.3531333,4.5,46,2.5,4.5,4.5,4.5,4.5,"Tutto Bene, Brussels"
3151,299,50.8415116,4.3531333,4.5,71,2.5,4.5,4.5,4,5,"Genco, Brussels"
3152,1215,50.8415268,4.3765065,4,26,2.5,4,3.5,3.5,3.5,"Positano, Brussels"
3153,1762,50.8415349,4.3536283,2.5,433,2.5,3,2.5,2.5,2.5,"Cafe Leffe, Brussels"
3154,5539,50.841591,2.871427,4,16,2.5,4.5,4,4.5,3.5,"D'Alice, Ieper (Ypres)"
3155,10667,50.841602,3.203109,4,17,2.5,4,4.5,4,4,"Koffiehuis De Hofnar, Gullegem"
3156,435,50.8417689,4.4503019,4.5,69,2.5,4.5,4.5,4.5,4,"Resto Verso, Woluwe-Saint-Lambert"
3157,181,50.8417835,4.3028275,4.5,79,4,4.5,4.5,4.5,4,"La Brouette, Anderlecht"
3158,1198,50.8417835,4.3028275,4.5,12,4,4.5,4,4,4,"La Brouette, Brussels"
3159,1714,50.8418397,4.3844626,3,29,2.5,3.5,3,3,3.5,"Brasserie 1898, Brussels"
3160,346,50.841847,4.352984,4,398,2.5,4.5,4,4,4,"Toscana 21, Brussels"
3161,6893,50.841856,3.610565,4,15,2.5,4,4,4,4,"Arcobaleno, Oudenaarde"
3162,168,50.8419032,4.3528095,4,138,2.5,4.5,4.5,4,4,"Pei & Mei, Brussels"
3163,1223,50.8419032,4.3528095,3.5,39,2.5,3.5,3,3.5,3,"Bocca d'Oro, Brussels"
3164,525,50.8419401,4.3526938,4,75,2.5,4,4.5,4.5,4,"Todt's Cafe, Brussels"
3165,890,50.8419678,4.342668,3.5,79,2.5,4,3.5,4,3,"Le Nil, Brussels"
3166,1016,50.8420109,4.3427137,4,74,2.5,3.5,3.5,3.5,4,"Maharaja Tandoori, Brussels"
3167,1589,50.8420636,4.3427682,3.5,42,2.5,4,4,4,4,"Shinwi, Brussels"
3168,1057,50.8420702,4.3862212,3.5,180,2.5,4,3.5,3,3.5,"Park Side Brasserie, Brussels"
3169,9812,50.842072,3.112117,4,34,2.5,4,4,3.5,4,"Bistro Chapoo, Dadizele"
3170,1196,50.8421212,4.3529469,4,149,2.5,4,4,3.5,4,"et qui va ramener le chien, Brussels"
3171,1600,50.8421693,4.3519929,3.5,11,9,3.5,3.5,3,2.5,"La Grenouille Bleue, Brussels"
3172,8233,50.842177,4.553347,4,50,2.5,4,4,3.5,3.5,"Korean Restaurant, Tervuren"
3173,1266,50.8422308,4.4356007,4.5,11,4,4.5,4.5,4,4,"Il Ramo d'Oliva, Brussels"
3174,1296,50.8422875,4.4352096,3.5,48,2.5,4,3.5,3.5,3,"Adventure Valley, Brussels"
3175,1648,50.8422944,4.3433786,3.5,13,2.5,3,4,4,3,"Pasadena, Brussels"
3176,1033,50.8422944,4.3433786,5,12,9,5,5,5,5,"Maharadja, Brussels"
3177,1434,50.8422958,4.3587571,3.5,24,2.5,3.5,3.5,3.5,4,"The Museum Cafe, Brussels"
3178,1452,50.8423437,4.3847203,3.5,11,2.5,3,4,3,NA,"Exki Schumann, Brussels"
3179,570,50.8423504,4.4068327,4,102,2.5,4,4.5,4,4,"Le Martin Pecheur, Brussels"
3180,399,50.8423855,4.3457576,4.5,34,1,3.5,4,4,4,"Cafe Bebo, Brussels"
3181,566,50.8424195,4.4071935,4.5,32,2.5,4.5,4,4.5,4,"Plan B, Brussels"
3182,689,50.8424306,4.411143,4,28,2.5,4,4,4,4,"L'Heritier, Brussels"
3183,927,50.8425414,4.4067855,4,42,2.5,4.5,4.5,4,4.5,"Whitlock, Brussels"
3184,238,50.8426529,4.3510288,4.5,59,2.5,4,4,4,4.5,"La Porte Noire, Brussels"
3185,10849,50.842668,4.728723,4,50,2.5,4,3.5,3.5,3.5,"Thai for you, Haasrode"
3186,370,50.8427214,4.3509058,4,183,2.5,4,3.5,3.5,4,"Vert de Gris, Brussels"
3187,529,50.8427452,4.3768244,4.5,50,2.5,4.5,4.5,4.5,4.5,"Il Ramo Verdee, Brussels"
3188,1771,50.8427501,4.3515499,3,46,2.5,3,3,2.5,2.5,"sushi factory, Brussels"
3189,1549,50.8427711,4.4007157,4,11,2.5,3.5,3.5,3.5,4,"l'Antica Fattoria, Brussels"
3190,123,50.8428471,4.3506928,4.5,115,2.5,4,4,4,4.5,"La Fleur en Papier Dore, Brussels"
3191,1530,50.8428563,4.3754046,4,16,2.5,4.5,4.5,4.5,3,"Attica, Brussels"
3192,874,50.8428896,4.3940302,4,34,4,4.5,4,3.5,3.5,"Le Pre Aux Clerc, Brussels"
3193,1370,50.8429065,4.4092188,3.5,38,2.5,3.5,2.5,3.5,2.5,"Cote Sushi Woluwe, Woluwe-Saint-Lambert"
3194,9816,50.843034,3.116805,3,14,9,3,2.5,3,1,"Orchids, Dadizele"
3195,10530,50.843047,5.331741,4.5,61,4,5,4.5,4.5,4.5,"Restaurant Zoethout, Wellen"
3196,93,50.8430723,4.346464,4.5,279,4,4.5,4.5,4,4,"Alexandre, Brussels"
3197,56,50.8431342,4.3453008,5,61,2.5,5,5,4.5,NA,"Kaffabar, Brussels"
3198,42,50.843166,4.3460642,4,799,2.5,4,4,4,4,"Houtsiplou, Brussels"
3199,6871,50.843227,3.604746,4.5,92,4,4.5,4.5,4.5,4.5,"Margarethas, Oudenaarde"
3200,5495,50.843251,2.889447,4.5,67,2.5,4,4.5,4,4,"De Voerman, Ieper (Ypres)"
3201,6890,50.843282,3.604669,3.5,77,2.5,3.5,3.5,3.5,3.5,"Restaurant Brasserie Comte de Flandre, Oudenaarde"
3202,1571,50.8432857,4.4239384,4,18,2.5,4,4,3.5,4,"Remember, Brussels"
3203,6879,50.843352,3.607138,4.5,29,2.5,4.5,4.5,4.5,4.5,"Lescobar, Oudenaarde"
3204,10664,50.843356,3.219797,4,52,2.5,4,4,4,4.5,"t Rusteel, Gullegem"
3205,565,50.8433784,4.3957789,4.5,42,2.5,4.5,4.5,4.5,4.5,"Canto 21, Brussels"
3206,6896,50.843436,3.604521,3.5,21,2.5,3,3.5,3.5,3.5,"Huis Van Parma, Oudenaarde"
3207,996,50.8434627,4.4181784,3.5,125,4,4,3.5,3,3.5,"Da Mimmo, Brussels"
3208,6876,50.8435,3.6036,4,46,2.5,4.5,4.5,4,4,"La Pomme d'Or, Oudenaarde"
3209,1086,50.8435613,4.41091,4,34,2.5,4,4,4.5,4,"Al carso, Brussels"
3210,6898,50.84366,3.604283,3.5,23,2.5,4,3.5,3.5,3.5,"Cesar's House, Oudenaarde"
3211,10255,50.843665,3.234866,4,25,1,4,4,4,4.5,"De Kameleon, Heule"
3212,831,50.8436786,4.4260818,4,71,2.5,4,4,4,3.5,"Mawal, Woluwe-Saint-Lambert"
3213,1273,50.8437472,4.3452279,4.5,12,1,4.5,4.5,4.5,3.5,"Pizzeria Baraka, Brussels"
3214,28,50.8438286,4.351985,4.5,139,4,4.5,4.5,4.5,NA,"La table de mus, Brussels"
3215,1285,50.843868,4.4132168,4,20,2.5,4.5,4.5,4.5,4.5,"The New Diplomat, Brussels"
3216,1362,50.8439171,4.352024,4,38,9,4,3.5,4,4,"Saudades Do Brasil, Brussels"
3217,1142,50.8439568,4.3517434,3.5,127,2.5,4,3.5,3.5,3.5,"Le Cap, Brussels"
3218,224,50.8439717,4.3753209,4,101,2.5,4,4,4,3.5,"The Twelve, Brussels"
3219,972,50.8440011,4.3523901,3.5,119,2.5,3.5,3.5,3.5,4,"Cafe Novo, Brussels"
3220,749,50.8440931,4.35877,4.5,27,2.5,5,4.5,4,4,"Laurent Gerbaud, Brussels"
3221,1825,50.8440968,4.2696786,2,15,2.5,3,2.5,2.5,2,"Pizza Hut, Brussels"
3222,1447,50.8441316,4.4203808,3.5,48,2.5,4,4,3.5,3.5,"La Trinacria, Woluwe-Saint-Lambert"
3223,863,50.8441536,4.3524393,4,131,2.5,3.5,4,3.5,3.5,"BIG MAMA, Brussels"
3224,239,50.8441608,4.4202968,4,210,2.5,4,4,4,3.5,"Le Coq en Pate, Brussels"
3225,766,50.8441827,4.3572662,3.5,511,2.5,3.5,3.5,3,4,"Kwint, Brussels"
3226,386,50.8441983,4.3843097,3.5,266,2.5,4,3.5,3.5,3.5,"La Brace, Brussels"
3227,1591,50.8442208,4.4136308,3.5,29,2.5,3.5,3.5,3.5,3,"Restaurant L'etoile du desert, Woluwe-Saint-Lambert"
3228,1808,50.8442247,4.3843779,2.5,29,9,2.5,2,2,2.5,"Il Cavallino, Brussels"
3229,1242,50.8442247,4.3843779,3.5,43,2.5,4,4,3.5,NA,"Lebanon House, Brussels"
3230,760,50.8442631,4.3450527,4.5,18,1,4,3.5,4.5,NA,"Mr. Falafel, Brussels"
3231,1789,50.8442736,4.383598,2.5,64,2.5,3,3,2.5,3,"La Fontaine, Brussels"
3232,1390,50.8442742,4.3845037,3.5,34,2.5,3.5,3.5,3.5,3,"Il Gallo Nero, Brussels"
3233,7188,50.844278,5.579238,4.5,21,2.5,4.5,4.5,4,4,"Brasserie Ons Gedacht, Bilzen"
3234,1440,50.8442871,4.3590048,3.5,25,2.5,3.5,3.5,3.5,NA,"Le Cap d'Argent, Brussels"
3235,7065,50.844413,4.030259,4,22,2.5,4,4,4,4,"Chinees Restaurant Peking, Ninove"
3236,664,50.8444266,4.3816667,3.5,83,2.5,3.5,4,3,3.5,"Kitty O'Shea's, Brussels"
3237,7067,50.844428,4.030118,3.5,28,2.5,3.5,3.5,3,3,"Xenon Grill, Ninove"
3238,1321,50.8444365,4.3840421,4,24,2.5,4,3.5,3.5,4,"Casa Italiana, Brussels"
3239,881,50.8445457,4.3844108,4,25,2.5,4,4,3.5,3.5,"La Riviera, Brussels"
3240,1020,50.8445741,4.3840289,4,56,2.5,4,3.5,3.5,3.5,"Rosticceria Fiorentina, Brussels"
3241,568,50.844584,4.3835878,4.5,112,2.5,4.5,4.5,4,4,"Il Viticolo, Brussels"
3242,193,50.8446072,4.4162828,4.5,135,2.5,4.5,4,4,3.5,"Yama Sushi, Brussels"
3243,323,50.8446339,4.3881215,4.5,85,2.5,4.5,4.5,4.5,4.5,"Le Correge, Brussels"
3244,89,50.8446759,4.3817839,4.5,276,2.5,4.5,4.5,4,4.5,"Kafenio, Brussels"
3245,1491,50.8447212,4.3462413,3.5,41,2.5,3,2.5,3.5,2.5,"Cote a Cote, Brussels"
3246,15,50.8447426,4.3499833,4.5,767,2.5,4,4.5,4,4.5,"Poechenellekelder, Brussels"
3247,7073,50.844788,4.030651,3.5,40,2.5,3.5,3.5,3.5,3.5,"In Den Doorn, Ninove"
3248,1005,50.8447981,4.4390488,4,113,4,4,4.5,4,4,"Le Moulin de Lindekemale, Brussels"
3249,79,50.8448039,4.3813645,4.5,309,2.5,4.5,4,4,4,"Meet Meat Schuman, Brussels"
3250,559,50.8448064,4.4180872,4.5,27,1,4.5,4.5,4.5,3.5,"Chez Fernand, Brussels"
3251,1520,50.8448151,4.3812002,3.5,54,2.5,3,3.5,3,3,"L'Anchois Vert, Brussels"
3252,1710,50.8448504,4.3463748,3,18,1,4,4,4,NA,"Tonton Chami, Brussels"
3253,343,50.8448785,4.3533662,4.5,82,2.5,4.5,4.5,4.5,4,"Mati, Brussels"
3254,9191,50.844897,4.261779,4.5,32,2.5,4.5,4.5,4.5,NA,"Di Falco, Dilbeek"
3255,223,50.8449312,4.3496027,4,120,2.5,3.5,4,3.5,4.5,"Manneken Pis Cafe, Brussels"
3256,1000,50.8449475,4.3806866,3.5,68,2.5,3.5,3.5,4,3.5,"Maxburg, Brussels"
3257,1206,50.8449977,4.3804477,3.5,86,2.5,4,4,3.5,3.5,"Spicy Grill, Brussels"
3258,553,50.8449985,4.3826818,4.5,35,2.5,4.5,4.5,4.5,NA,"Ego Ristorante - Pizzeria, Brussels"
3259,1318,50.845002,4.353239,4.5,18,2.5,4,3.5,4,3,"Singha Resto, Brussels"
3260,1009,50.8450298,4.3840119,4,47,2.5,3.5,3.5,3.5,3.5,"Funky Monkey, Brussels"
3261,7,50.845101,4.3469733,4.5,905,2.5,4,4.5,4,4.5,"Moeder Lambic Fontainas, Brussels"
3262,246,50.8451177,4.3797277,4.5,100,2.5,4.5,4.5,4,4.5,"Lasagna Tiramisu, Brussels"
3263,65,50.8451305,4.3530281,4,227,2.5,4.5,4.5,4,4,"Feux du bengale, Brussels"
3264,1290,50.8451408,4.3490068,3.5,35,2.5,4,4.5,3.5,4,"Dimension Latina, Brussels"
3265,291,50.845169,4.3530623,4,175,2.5,4.5,4,3.5,3.5,"Al Barmaki, Brussels"
3266,356,50.8452029,4.3476536,4,79,2.5,4,4,4,4,"La Cantina, Brussels"
3267,920,50.8452098,4.3490703,4.5,18,1,4.5,4.5,4.5,3,"Centrum of Kebab, Brussels"
3268,1550,50.8452119,4.3749674,3.5,15,2.5,3.5,3,3.5,3.5,"Vespa Cafe, Brussels"
3269,1184,50.845217,4.3838099,4,20,2.5,3.5,4,3.5,4,"Mi-figue mi-raisin, Brussels"
3270,1188,50.8452298,4.3887909,4,49,2.5,4,4,3.5,4.5,"Henri & Agnes, Brussels"
3271,736,50.8452807,4.3870585,4,49,2.5,4,4,3,3.5,"L'Atlantide, Brussels"
3272,66,50.8452813,4.3525224,4.5,176,2.5,4.5,4.5,4.5,4,"Caspian, Brussels"
3273,1047,50.8453471,4.3793439,4.5,16,1,4.5,4,4.5,4.5,"The Meeting Point, Brussels"
3274,184,50.8453688,4.3524429,4,220,2.5,3.5,3.5,3.5,4.5,"Goupil Le Fol, Brussels"
3275,1411,50.8453778,4.3532341,3.5,12,2.5,4,4.5,4.5,NA,"Le Vietnam, Brussels"
3276,295,50.845408,4.3478546,4,182,2.5,4,3.5,3.5,4,"Madame Chapeau, Brussels"
3277,1729,50.8454218,4.4363192,3,21,2.5,3.5,3.5,3.5,3,"Fleurs de Menthe, Brussels"
3278,361,50.8454524,4.3482519,4,170,2.5,4,4,4,4,"La caneva, Brussels"
3279,1788,50.8454703,4.3479733,2.5,23,2.5,2,2,2,3,"La Moon, Brussels"
3280,137,50.8454731,4.3533169,4,259,2.5,4,4,4,4,"Gabbiani Reali, Brussels"
3281,150,50.8455011,4.3537087,4,283,2.5,4,4,4,3.5,"Chutney's, Brussels"
3282,6891,50.845517,3.602138,4,30,2.5,3.5,4,3.5,4,"Wine & Dine, Oudenaarde"
3283,54,50.845528,4.3486944,4,793,2.5,4,4,4,4,"Kokob, Brussels"
3284,1618,50.8455653,4.3556838,3,102,1,3,3,3,3,"Bij Chez Papy, Brussels"
3285,1623,50.8455759,4.3472021,3.5,42,9,3.5,3.5,3.5,3.5,"Rugantino, Brussels"
3286,762,50.845589,4.3871481,4,48,1,3.5,3.5,3.5,4,"Piola Libri, Brussels"
3287,677,50.8455961,4.3775984,4,100,2.5,4,4,3.5,4,"Osteria Agricola Toscana, Brussels"
3288,1567,50.8456001,4.4178873,3.5,16,2.5,4,3.5,3.5,2.5,"Le Lido, Brussels"
3289,1361,50.8456001,4.4178873,3.5,12,2.5,3.5,3.5,3.5,NA,"Foro Romano II, Woluwe-Saint-Lambert"
3290,1011,50.8456063,4.3484895,3.5,115,2.5,3.5,3.5,3.5,3.5,"La Cantina Cubana, Brussels"
3291,80,50.8456168,4.3525772,4,597,2.5,4,3.5,3.5,4,"La Roue d'Or, Brussels"
3292,986,50.845642,4.3490144,4,14,1,3.5,3.5,4.5,NA,"Pizza Art, Brussels"
3293,879,50.8456731,4.3535384,3.5,182,2.5,3.5,3.5,3.5,3.5,"Giannino, Brussels"
3294,387,50.8456988,4.3465469,4.5,56,2.5,4.5,4.5,4.5,4.5,"Jour de Fete, Brussels"
3295,8817,50.84572,4.467133,4,46,1,4,4,4,3,"Thai by Tom, Kraainem"
3296,448,50.8457227,4.35292,4,98,1,4,4,4,3.5,"Santorini, Brussels"
3297,115,50.8457497,4.3526631,4.5,223,4,4.5,4.5,4.5,4,"Cecila, Brussels"
3298,774,50.8457937,4.3530583,3.5,42,2.5,4,4,4,3,"Casa Nostra, Brussels"
3299,1755,50.8458087,4.3585664,3,23,2.5,3,3.5,3,2,Biberium Brussels
3300,251,50.845843,4.3485042,4,203,2.5,4,4,4,4,"Tapas Locas, Brussels"
3301,29,50.8458511,4.3526516,4,464,2.5,4.5,4,4,4,"Aux paves de Bruxelles, Brussels"
3302,8821,50.845864,4.46717,3,51,9,3.5,3,3.5,2.5,"Da Toni, Kraainem"
3303,722,50.8458741,4.3531593,4,41,1,4,4.5,4.5,3.5,"Athenes, Brussels"
3304,1601,50.8458979,4.352428,3,180,2.5,3,3,3,3,"La Moule Sacree, Brussels"
3305,8795,50.8459,4.15747,4,61,2.5,4,4,4,4,"De voet van Keizer Karel, Ternat"
3306,618,50.8459031,4.3545853,4.5,66,9,4,4.5,3.5,4.5,"Champagnotheque de Bruxelles, Brussels"
3307,9195,50.845909,4.286524,3.5,11,1,4,1.5,3.5,NA,"Pizza Vito, Dilbeek"
3308,625,50.8459262,4.3530451,4,127,1,4,4,4,3.5,"Mykonos, Brussels"
3309,1659,50.8459604,4.3709303,3.5,31,2.5,4,3,3,3.5,"Foro Romano, Brussels"
3310,562,50.8459706,4.3529311,4,67,1,4,4,4.5,3.5,"Snack Hellas, Brussels"
3311,208,50.8459871,4.3544132,4.5,121,2.5,4.5,4.5,4.5,4,"L'Eperon d'Or, Brussels"
3312,17,50.8460288,4.34809,4.5,781,2.5,4.5,4.5,4.5,4.5,"C'Est Bon C'Est Belge Le Cellier, Brussels"
3313,78,50.8460383,4.3528873,4.5,98,1,4.5,4.5,4.5,3.5,"L'Express, Brussels"
3314,219,50.8460403,4.3545668,4,115,1,4.5,4,4.5,3.5,"De Pistolei, Brussels"
3315,987,50.8460784,4.3525795,3.5,51,2.5,3.5,3.5,3.5,3.5,"Le Grec, Brussels"
3316,68,50.8460808,4.3528919,4,460,2.5,4,4.5,4,4,"Chez Patrick, Brussels"
3317,287,50.8461138,4.3545869,4,236,1,3.5,3.5,3.5,3.5,"Belgian Frit'n Toast, Brussels"
3318,1065,50.8461231,4.37039,4.5,16,1,4.5,4.5,4.5,3.5,"Pizza Bella, Brussels"
3319,1378,50.8461231,4.37039,4,20,2.5,4.5,4,4.5,4,"O Choix, Brussels"
3320,4672,50.8461327,3.2617975,3.5,11,9,3.5,4,4,3,"Lunch Garden, Kortrijk"
3321,1271,50.8461451,4.3529364,3.5,26,2.5,3.5,3.5,3,4,"Le Cafe de Bruxelles, Brussels"
3322,43,50.8461451,4.3529364,4,1188,2.5,4,4.5,3.5,4.5,"Hard Rock Cafe, Brussels"
3323,1668,50.846153,4.3478032,3,140,2.5,4,3.5,3,4,"Yeti, Brussels"
3324,1365,50.8461866,4.3526726,3.5,215,2.5,3.5,3.5,3,3.5,"Les Chapeliers, Brussels"
3325,1747,50.846187,4.352619,3,31,1,3,3,2.5,3,"La maison des brasseurs, Brussels"
3326,369,50.8462214,4.3489279,4,248,2.5,3.5,4,3.5,4,"Cafe Le Lombard, Brussels"
3327,1008,50.8462335,4.3530326,3.5,137,2.5,3.5,3.5,3.5,3.5,"Cave du Roy, Brussels"
3328,11150,50.846247,4.348525,4.5,30,2.5,2.5,4,4,5,"Rock Classic Bar, Brussels"
3329,95,50.8462733,4.3530798,4,1012,2.5,4,4,3.5,4,"T Kelderke, Brussels"
3330,912,50.8462733,4.3530798,4,53,2.5,3.5,4,3.5,4.5,"L'Estaminet du Kelderke, Brussels"
3331,406,50.8462815,4.3523788,4,284,2.5,4,4,3.5,4,"Brasserie de l'Ommegang, Brussels"
3332,600,50.8462815,4.3523788,4,208,4,4,4,3.5,4.5,"La Maison du Cygne, Brussels"
3333,456,50.8463164,4.4152189,4,88,2.5,4.5,4.5,4,4,"Le Brasero, Brussels"
3334,5488,50.846325,2.878888,4,198,2.5,4,3.5,3.5,4,"Pacific Eiland, Ieper (Ypres)"
3335,1190,50.8463548,4.3493596,4,13,9,3.5,3.5,3.5,2.5,"La Cave a Vin, Brussels"
3336,1656,50.8464368,4.3542827,3,11,1,3,3,3,NA,"Quick, Brussels"
3337,1168,50.8464838,4.3535231,4,14,4,5,5,4.5,NA,"Laduree Grand place, Brussels"
3338,372,50.8464895,4.3542136,4,107,2.5,4,4,4,4.5,"The Purple Rose, Brussels"
3339,57,50.8465479,4.3541322,4,351,1,4,4,4,4,"Exki, Brussels"
3340,9916,50.846597,3.355846,4.5,23,2.5,4,4.5,4,4.5,"Gaverkasteel, Deerlijk"
3341,192,50.8466295,4.3540264,3.5,351,2.5,3.5,3.5,3.5,3.5,Brussels Grill Grand Place
3342,1270,50.8466833,4.3502024,4,57,2.5,4,3.5,3.5,4,"Coffe Company, Brussels"
3343,225,50.8466833,4.3502024,4.5,55,2.5,4,4,4,NA,"Cafe Capitale, Brussels"
3344,1805,50.8467586,4.2993289,3,16,1,4,3.5,3.5,3.5,"New prince de Liege, Anderlecht"
3345,1293,50.8467608,4.348544,4,38,2.5,4,4,4,4.5,"Le Papillon Bar, Brussels"
3346,1689,50.8467785,4.4118211,4.5,31,2.5,4.5,4,4,4,"Osteria Il Gusto Italiano, Brussels"
3347,1069,50.8467878,4.2954759,4,26,2.5,4.5,4.5,4,4,"Il Sipario, Brussels"
3348,481,50.8468092,4.3507941,4,99,2.5,4.5,4,4.5,3.5,"Thai Talks, Brussels"
3349,362,50.8469302,4.3532173,4,206,2.5,3.5,4,3.5,4,"Le Cercueil, Brussels"
3350,1565,50.846945,4.3548846,3,94,2.5,3,3,3,3,"Le Faucon, Brussels"
3351,512,50.8469606,4.3750479,4,124,2.5,4,4,3.5,4,"Mi-Tango, Brussels"
3352,11,50.8469731,4.354993,4.5,1485,2.5,4.5,4.5,4.5,4,"Pasta Divina, Brussels"
3353,391,50.8470602,4.3534061,4,208,2.5,4.5,4,4,4,"Osteria a l'Ombra, Brussels"
3354,596,50.8470658,4.3507929,5,12,9,5,5,4.5,NA,"Le Comptoir des Saveurs, Brussels"
3355,310,50.847076,4.3503673,4,142,2.5,4,4,4,4,"Les Gens Que J'Aime, Brussels"
3356,174,50.8471144,4.3519185,3.5,438,2.5,3.5,3.5,3.5,4,"La Brouette, Brussels"
3357,3857,50.847128,4.6952999,3.5,105,2.5,3,3.5,3,3.5,"Brasserie 500, Heverlee"
3358,5538,50.847163,2.934192,4,13,2.5,4,3.5,3.5,2,"Fine Eastern, Ieper (Ypres)"
3359,5521,50.847163,2.934192,4.5,12,9,4.5,4.5,4.5,NA,"Kasteel de Plaisance, Ieper (Ypres)"
3360,127,50.8471734,4.3519977,4,407,2.5,3.5,4,3.5,4.5,"Le Roy d'Espagne, Brussels"
3361,105,50.8471746,4.3546427,4,310,2.5,4,3.5,3.5,4,"Le Pain Quotidien, Brussels"
3362,1448,50.84718,4.391248,3.5,13,2.5,2.5,4,3.5,NA,"Casa Miguel, Brussels"
3363,838,50.8472186,4.3613757,4,24,2.5,4.5,4,4,NA,"Moonfood, Brussels"
3364,1017,50.8472717,4.3487385,4,23,2.5,4,4,4,3.5,"AB Cafe & Resto, Brussels"
3365,956,50.8473799,4.349515,4.5,14,2.5,3,4.5,4,5,"Cafe Bonnefooi, Brussels"
3366,229,50.847407,4.3529399,4,571,2.5,4,4,4,4,"Raphael Restaurant, Brussels"
3367,322,50.8474436,4.3925569,4.5,64,2.5,4.5,4.5,4.5,4,"Les Caprices d'Harmony, Brussels"
3368,1811,50.8475275,4.3529438,2,427,2.5,2.5,2.5,2,2.5,"Le Grand Bi, Brussels"
3369,396,50.8475346,4.3546823,3.5,808,2.5,3.5,3.5,3,4,"La Taverne du Passage, Brussels"
3370,443,50.8475588,4.3501447,4,96,2.5,4,4,4,4.5,"Prego-bourse, Brussels"
3371,544,50.847564,4.3529176,3.5,163,2.5,3.5,3.5,3.5,3,"Pizzeria Napoli, Brussels"
3372,1475,50.8475721,4.4085855,3.5,18,2.5,3.5,3.5,3.5,2.5,"La Romana, Brussels"
3373,1833,50.8476151,4.3533678,2,186,2.5,2,2.5,2,2.5,"Le Jardin de l'Ilot Sacre, Brussels"
3374,216,50.8476297,4.3484797,4.5,137,2.5,4.5,4.5,4,4.5,"Le Petit boxeur, Brussels"
3375,507,50.847642,4.3484022,4.5,16,9,4.5,4.5,4.5,NA,"Horia - Oriental natural eatery, Brussels"
3376,1604,50.8476666,4.3482636,3,89,2.5,3,3,3,3.5,"Bar a Tapas, Brussels"
3377,1261,50.847682,4.3486052,3.5,80,1,3.5,3.5,4,2.5,"Chao Chow City, Brussels"
3378,1096,50.8477389,4.3481208,4,70,2.5,3.5,4,3.5,4,"Resto Martin, Brussels"
3379,1830,50.8477962,4.3546133,1.5,182,2.5,2,2,1.5,1.5,"Le Vieux Bruxelles, Brussels"
3380,458,50.8478107,4.3734722,4.5,69,2.5,4.5,4.5,4.5,4,"Dejeuner sur l'Herbe, Brussels"
3381,1842,50.8478142,4.3545653,1.5,198,2.5,2,2,1.5,2,"L'Arlequin, Brussels"
3382,1015,50.847843,4.3456613,3.5,65,1,4,3.5,4,3.5,"Suki, Brussels"
3383,1839,50.8478596,4.3537778,2,68,2.5,2,2,2,2,"La petite Provence, Brussels"
3384,1784,50.8478627,4.3536062,2.5,50,2.5,3,2.5,3,3,Ristorante la Belg' Epoque Brussels
3385,1823,50.847912,4.3541586,1.5,15,9,1.5,1.5,1,1.5,"La Moule Provencale, Brussels"
3386,1844,50.847912,4.3541586,1.5,77,9,1.5,1.5,1.5,2,"Le Marin, Brussels"
3387,1818,50.8479471,4.3539105,2,57,2.5,2.5,2.5,2.5,2.5,"Le Calalou, Brussels"
